my_index,age,job,marital,education,balance,duration,age_divided,smoker,travelled before,day
432,39,blue-collar,married,secondary,0,262,young_customers,yes,no,day 2
433,40,blue-collar,married,primary,46,119,young_customers,yes,no,day 1
434,32,blue-collar,married,secondary,320,198,young_customers,no,yes,day 4
435,55,admin.,married,secondary,183,150,old_customers,yes,no,day 1
436,45,blue-collar,married,secondary,39,241,old_customers,no,no,day 3
437,35,management,single,tertiary,560,181,young_customers,no,no,day 2
438,58,technician,divorced,secondary,469,196,old_customers,yes,yes,day 1
439,35,admin.,married,secondary,530,149,young_customers,yes,no,day 4
440,49,services,married,primary,61,0,old_customers,no,no,day 1
441,34,technician,single,tertiary,242,112,young_customers,yes,yes,day 3
442,36,blue-collar,married,secondary,139,309,young_customers,no,no,day 2
443,24,self-employed,single,secondary,0,278,young_customers,no,no,day 1
444,34,technician,married,secondary,367,140,young_customers,yes,no,day 4
445,51,admin.,divorced,secondary,228,136,old_customers,yes,yes,day 1
446,39,technician,single,unknown,45248,1623,young_customers,no,no,day 3
447,50,self-employed,married,unknown,-84,101,old_customers,yes,no,day 2
448,32,services,single,secondary,310,144,young_customers,no,yes,day 1
449,42,blue-collar,married,unknown,132,238,young_customers,no,no,day 4
450,50,technician,married,secondary,797,354,old_customers,yes,no,day 1
451,40,services,married,secondary,71,79,young_customers,yes,no,day 3
452,46,management,divorced,unknown,2,187,old_customers,no,yes,day 2
453,37,management,married,tertiary,231,451,young_customers,yes,no,day 1
454,34,blue-collar,married,secondary,270,159,young_customers,no,no,day 4
455,44,blue-collar,married,secondary,274,409,old_customers,no,yes,day 1
456,40,admin.,single,secondary,-109,170,young_customers,yes,no,day 3
457,37,technician,married,secondary,1,608,young_customers,yes,no,day 2
458,33,blue-collar,single,secondary,-60,243,young_customers,no,no,day 1
459,35,blue-collar,married,secondary,89,145,young_customers,yes,yes,day 4
460,58,blue-collar,divorced,secondary,-11,112,old_customers,no,no,day 1
461,39,blue-collar,married,primary,0,262,young_customers,no,no,day 3
462,43,blue-collar,married,secondary,-509,124,old_customers,yes,yes,day 2
463,39,unemployed,married,primary,408,53,young_customers,yes,no,day 1
464,36,services,single,primary,58,134,young_customers,no,no,day 4
465,57,retired,single,secondary,1640,204,old_customers,yes,no,day 1
466,36,admin.,single,secondary,20,186,young_customers,no,yes,day 3
467,50,blue-collar,married,primary,71,678,old_customers,no,no,day 2
468,55,blue-collar,married,secondary,52,182,old_customers,yes,no,day 1
469,44,self-employed,married,tertiary,292,162,old_customers,yes,yes,day 4
470,44,services,divorced,secondary,424,27,old_customers,no,no,day 1
471,39,housemaid,single,primary,109,699,young_customers,yes,no,day 3
472,46,blue-collar,married,unknown,1044,43,old_customers,no,no,day 2
473,39,blue-collar,married,secondary,983,97,young_customers,no,yes,day 1
474,34,admin.,married,secondary,869,1677,young_customers,yes,no,day 4
475,40,blue-collar,married,primary,668,283,young_customers,yes,no,day 1
476,50,management,married,tertiary,964,323,old_customers,no,yes,day 3
477,31,management,single,secondary,301,82,young_customers,yes,no,day 2
478,37,admin.,single,secondary,140,310,young_customers,no,no,day 1
479,39,management,single,secondary,1877,185,young_customers,no,no,day 4
480,51,blue-collar,married,primary,1127,47,old_customers,yes,yes,day 1
481,41,technician,married,secondary,871,145,young_customers,yes,no,day 3
482,41,technician,married,secondary,767,204,young_customers,no,no,day 2
483,43,blue-collar,married,secondary,0,187,old_customers,yes,yes,day 1
484,30,services,single,secondary,209,30,young_customers,no,no,day 4
485,54,management,divorced,primary,0,472,old_customers,no,no,day 1
486,43,blue-collar,divorced,secondary,110,448,old_customers,yes,no,day 3
487,59,management,divorced,tertiary,-76,264,old_customers,yes,yes,day 2
488,47,technician,married,unknown,178,169,old_customers,no,no,day 1
489,40,blue-collar,married,primary,-66,288,young_customers,yes,no,day 4
490,32,technician,married,secondary,0,176,young_customers,no,yes,day 1
491,29,blue-collar,married,secondary,1,215,young_customers,no,no,day 3
492,36,blue-collar,married,secondary,0,337,young_customers,yes,no,day 2
493,55,unemployed,married,tertiary,5345,278,old_customers,yes,no,day 1
494,30,blue-collar,divorced,secondary,-209,188,young_customers,no,yes,day 4
495,39,admin.,single,secondary,0,174,young_customers,yes,no,day 1
496,39,blue-collar,divorced,secondary,42,226,young_customers,no,no,day 3
497,50,blue-collar,divorced,secondary,41,190,old_customers,no,yes,day 2
498,44,blue-collar,married,secondary,-99,111,old_customers,yes,no,day 1
499,37,technician,single,secondary,17,164,young_customers,yes,no,day 4
500,46,admin.,married,primary,276,157,old_customers,no,no,day 1
501,32,technician,single,unknown,-170,46,young_customers,yes,yes,day 3
502,37,management,single,tertiary,230,374,young_customers,no,no,day 2
503,29,blue-collar,married,secondary,9,349,young_customers,no,no,day 1
504,41,blue-collar,married,secondary,946,325,young_customers,yes,yes,day 4
505,45,blue-collar,married,primary,1297,233,old_customers,yes,no,day 1
506,57,retired,divorced,secondary,-331,531,old_customers,no,no,day 3
507,48,blue-collar,single,secondary,44,153,old_customers,yes,no,day 2
508,60,retired,married,secondary,15,80,old_customers,no,yes,day 1
509,26,admin.,single,secondary,712,232,young_customers,no,no,day 4
510,58,retired,married,secondary,5435,118,old_customers,yes,no,day 1
511,34,admin.,married,secondary,507,190,young_customers,yes,yes,day 3
512,55,unemployed,divorced,secondary,387,918,old_customers,no,no,day 2
513,41,blue-collar,married,primary,0,238,young_customers,yes,no,day 1
514,50,management,divorced,secondary,1716,82,old_customers,no,no,day 4
515,49,entrepreneur,married,secondary,167,198,old_customers,no,yes,day 1
516,44,admin.,married,unknown,40,160,old_customers,yes,no,day 3
517,44,blue-collar,married,primary,148,211,old_customers,yes,no,day 2
518,31,technician,married,secondary,17,120,young_customers,no,yes,day 1
519,34,blue-collar,single,tertiary,1011,136,young_customers,yes,no,day 4
520,46,management,single,unknown,1527,269,old_customers,no,no,day 1
521,42,management,married,tertiary,744,157,young_customers,no,no,day 3
522,52,admin.,married,secondary,484,128,old_customers,yes,yes,day 2
523,29,management,single,tertiary,0,211,young_customers,yes,no,day 1
524,53,retired,married,primary,136,267,old_customers,no,no,day 4
525,43,blue-collar,married,secondary,1335,371,old_customers,yes,yes,day 1
526,38,management,married,secondary,517,288,young_customers,no,no,day 3
527,46,management,married,tertiary,459,221,old_customers,no,no,day 2
528,48,management,divorced,unknown,549,427,old_customers,yes,no,day 1
529,30,admin.,divorced,secondary,83,310,young_customers,yes,yes,day 4
530,44,blue-collar,married,primary,213,158,old_customers,no,no,day 1
531,31,housemaid,married,primary,203,604,young_customers,yes,no,day 3
532,42,services,single,secondary,518,198,young_customers,no,yes,day 2
533,40,management,single,tertiary,3877,145,young_customers,no,no,day 1
534,52,admin.,married,secondary,1236,247,old_customers,yes,no,day 4
535,45,blue-collar,divorced,secondary,756,179,old_customers,yes,no,day 1
536,48,blue-collar,married,secondary,157,73,old_customers,no,yes,day 3
537,45,blue-collar,married,primary,-66,263,old_customers,yes,no,day 2
538,34,blue-collar,married,unknown,245,13,young_customers,no,no,day 1
539,34,blue-collar,married,primary,-144,79,young_customers,no,yes,day 4
540,46,blue-collar,married,secondary,71,416,old_customers,yes,no,day 1
541,49,services,divorced,secondary,505,162,old_customers,yes,no,day 3
542,50,technician,married,primary,249,129,old_customers,no,no,day 2
543,34,admin.,single,secondary,0,150,young_customers,yes,yes,day 1
544,40,unemployed,single,secondary,11,43,young_customers,no,no,day 4
545,36,admin.,married,secondary,639,191,young_customers,no,no,day 1
546,59,blue-collar,divorced,unknown,124,26,old_customers,yes,yes,day 3
547,45,blue-collar,married,secondary,82,250,old_customers,yes,no,day 2
548,36,self-employed,married,tertiary,107,146,young_customers,no,no,day 1
549,56,services,married,secondary,473,416,old_customers,yes,no,day 4
550,42,services,divorced,secondary,372,0,young_customers,no,yes,day 1
551,30,admin.,married,secondary,46,114,young_customers,no,no,day 3
552,30,student,single,tertiary,34,289,young_customers,yes,no,day 2
553,47,self-employed,married,unknown,935,225,old_customers,yes,yes,day 1
554,33,blue-collar,married,secondary,-10,123,young_customers,no,no,day 4
555,36,admin.,married,secondary,-106,130,young_customers,yes,no,day 1
556,39,services,divorced,primary,471,161,young_customers,no,no,day 3
557,56,admin.,divorced,secondary,778,149,old_customers,no,yes,day 2
558,39,blue-collar,divorced,unknown,170,268,young_customers,yes,no,day 1
559,42,technician,married,secondary,315,259,young_customers,yes,no,day 4
560,52,blue-collar,married,secondary,3165,26,old_customers,no,yes,day 1
561,36,admin.,divorced,secondary,131,153,young_customers,yes,no,day 3
562,35,entrepreneur,married,secondary,204,424,young_customers,no,no,day 2
563,47,technician,married,secondary,83,179,old_customers,no,no,day 1
564,59,services,divorced,secondary,0,97,old_customers,yes,yes,day 4
565,57,blue-collar,married,primary,5431,383,old_customers,yes,no,day 1
566,38,management,married,unknown,1759,440,young_customers,no,no,day 3
567,46,unemployed,married,secondary,-125,23,old_customers,yes,yes,day 2
568,34,blue-collar,married,secondary,0,195,young_customers,no,no,day 1
569,28,services,single,secondary,5090,1297,young_customers,no,no,day 4
570,38,technician,married,unknown,573,87,young_customers,yes,no,day 1
571,56,blue-collar,married,secondary,1602,427,old_customers,yes,yes,day 3
572,41,blue-collar,single,primary,-137,189,young_customers,no,no,day 2
573,52,technician,married,unknown,0,195,old_customers,yes,no,day 1
574,54,services,married,secondary,193,179,old_customers,no,yes,day 4
575,61,retired,married,secondary,195,179,old_customers,no,no,day 1
576,53,entrepreneur,married,secondary,288,69,old_customers,yes,no,day 3
577,47,technician,married,secondary,19,105,old_customers,yes,no,day 2
578,53,blue-collar,married,primary,25,266,old_customers,no,yes,day 1
579,46,services,married,secondary,216,524,old_customers,yes,no,day 4
580,39,blue-collar,divorced,primary,190,96,young_customers,no,no,day 1
581,56,technician,divorced,secondary,99,155,old_customers,no,yes,day 3
582,55,services,divorced,primary,2298,162,old_customers,yes,no,day 2
583,44,management,married,tertiary,17,352,old_customers,yes,no,day 1
584,37,technician,married,primary,0,76,young_customers,no,no,day 4
585,35,blue-collar,married,primary,0,154,young_customers,yes,yes,day 1
586,55,blue-collar,married,secondary,840,310,old_customers,no,no,day 3
587,37,services,married,secondary,358,390,young_customers,no,no,day 2
588,30,technician,single,secondary,0,369,young_customers,yes,yes,day 1
589,37,blue-collar,married,primary,-325,112,young_customers,yes,no,day 4
590,36,technician,single,secondary,-15,341,young_customers,no,no,day 1
591,38,technician,married,secondary,581,79,young_customers,yes,no,day 3
592,41,admin.,divorced,primary,4070,140,young_customers,no,yes,day 2
593,48,retired,married,secondary,74,315,old_customers,no,no,day 1
594,55,services,divorced,secondary,141,262,old_customers,yes,no,day 4
595,28,services,divorced,secondary,89,174,young_customers,yes,yes,day 1
596,54,services,married,secondary,0,138,old_customers,no,no,day 3
597,30,blue-collar,married,secondary,450,526,young_customers,yes,no,day 2
598,48,technician,married,tertiary,310,135,old_customers,no,no,day 1
599,31,self-employed,married,secondary,0,36,young_customers,no,yes,day 4
600,38,blue-collar,married,secondary,384,1906,young_customers,yes,no,day 1
601,37,blue-collar,married,secondary,395,219,young_customers,yes,no,day 3
602,37,services,single,unknown,-118,147,young_customers,no,yes,day 2
603,56,blue-collar,married,primary,5,407,old_customers,yes,no,day 1
604,51,blue-collar,married,secondary,50,121,old_customers,no,no,day 4
605,39,blue-collar,married,secondary,285,209,young_customers,no,no,day 1
606,49,technician,married,unknown,15,92,old_customers,yes,yes,day 3
607,51,blue-collar,married,primary,653,208,old_customers,yes,no,day 2
608,43,self-employed,married,secondary,918,193,old_customers,no,no,day 1
609,32,services,married,secondary,243,144,young_customers,yes,yes,day 4
610,29,technician,single,tertiary,405,65,young_customers,no,no,day 1
611,48,management,divorced,tertiary,1328,339,old_customers,no,no,day 3
612,55,services,married,primary,255,285,old_customers,yes,no,day 2
613,53,blue-collar,married,secondary,3397,231,old_customers,yes,yes,day 1
614,47,technician,married,unknown,2106,168,old_customers,no,no,day 4
615,39,management,married,tertiary,2877,278,young_customers,yes,no,day 1
616,31,blue-collar,single,tertiary,60,389,young_customers,no,yes,day 3
617,39,blue-collar,married,primary,2226,158,young_customers,no,no,day 2
618,40,blue-collar,married,primary,2880,145,young_customers,yes,no,day 1
619,40,technician,single,unknown,-5,78,young_customers,yes,no,day 4
620,48,technician,married,secondary,147,142,old_customers,no,yes,day 1
621,33,technician,divorced,secondary,7,87,young_customers,yes,no,day 3
622,40,technician,married,secondary,109,147,young_customers,no,no,day 2
623,59,retired,married,primary,-119,289,old_customers,no,yes,day 1
624,30,technician,married,secondary,484,703,young_customers,yes,no,day 4
625,31,management,single,tertiary,1852,170,young_customers,yes,no,day 1
626,35,unemployed,married,secondary,533,802,young_customers,no,no,day 3
627,54,technician,divorced,secondary,21,381,old_customers,yes,yes,day 2
628,34,admin.,single,unknown,2434,218,young_customers,no,no,day 1
629,32,technician,married,secondary,90,57,young_customers,no,no,day 4
630,56,admin.,divorced,unknown,4246,304,old_customers,yes,yes,day 1
631,32,admin.,single,tertiary,395,241,young_customers,yes,no,day 3
632,42,blue-collar,married,primary,15,230,young_customers,no,no,day 2
633,33,services,married,tertiary,85,262,young_customers,yes,no,day 1
634,52,entrepreneur,married,tertiary,-184,392,old_customers,no,yes,day 4
635,52,services,married,secondary,660,201,old_customers,no,no,day 1
636,52,blue-collar,divorced,primary,-183,145,old_customers,yes,no,day 3
637,30,unemployed,divorced,secondary,1144,252,young_customers,yes,yes,day 2
638,44,services,divorced,secondary,1,235,old_customers,no,no,day 1
639,35,admin.,married,secondary,69,235,young_customers,yes,no,day 4
640,55,management,single,secondary,220,328,old_customers,no,no,day 1
641,33,blue-collar,married,primary,332,116,young_customers,no,yes,day 3
642,37,blue-collar,single,secondary,240,246,young_customers,yes,no,day 2
643,42,technician,single,secondary,0,293,young_customers,yes,no,day 1
644,43,unemployed,married,secondary,0,37,old_customers,no,yes,day 4
645,38,entrepreneur,married,tertiary,898,132,young_customers,yes,no,day 1
646,37,technician,married,secondary,123,530,young_customers,no,no,day 3
647,31,student,single,secondary,252,175,young_customers,no,no,day 2
648,41,management,married,tertiary,65,524,young_customers,yes,yes,day 1
649,41,technician,married,secondary,-366,29,young_customers,yes,no,day 4
650,29,student,single,secondary,209,311,young_customers,no,no,day 1
651,38,admin.,single,secondary,221,211,young_customers,yes,yes,day 3
652,44,self-employed,divorced,tertiary,4,312,old_customers,no,no,day 2
653,39,admin.,married,secondary,104,412,young_customers,no,no,day 1
654,28,technician,single,secondary,312,392,young_customers,yes,no,day 4
655,33,blue-collar,married,secondary,-349,191,young_customers,yes,yes,day 1
656,41,services,married,unknown,4,284,young_customers,no,no,day 3
657,40,blue-collar,married,primary,-322,144,young_customers,yes,no,day 2
658,29,admin.,married,secondary,-150,328,young_customers,no,yes,day 1
659,38,management,married,unknown,1349,100,young_customers,no,no,day 4
660,32,admin.,married,tertiary,281,0,young_customers,yes,no,day 1
661,45,services,married,secondary,1259,507,old_customers,yes,no,day 3
662,33,admin.,single,secondary,101,392,young_customers,no,yes,day 2
663,34,blue-collar,married,secondary,848,684,young_customers,yes,no,day 1
664,41,entrepreneur,married,unknown,89,333,young_customers,no,no,day 4
665,41,blue-collar,married,secondary,140,311,young_customers,no,yes,day 1
666,35,admin.,single,secondary,148,128,young_customers,yes,no,day 3
667,40,technician,single,secondary,200,322,young_customers,yes,no,day 2
668,60,self-employed,married,primary,46,202,old_customers,no,no,day 1
669,47,services,divorced,secondary,201,92,old_customers,yes,yes,day 4
670,46,blue-collar,married,primary,530,739,old_customers,no,no,day 1
671,31,blue-collar,single,secondary,0,273,young_customers,no,no,day 3
672,49,self-employed,married,secondary,1,260,old_customers,yes,yes,day 2
673,29,blue-collar,married,secondary,43,268,young_customers,yes,no,day 1
674,31,management,single,tertiary,-173,396,young_customers,no,no,day 4
675,38,management,married,tertiary,389,262,young_customers,yes,no,day 1
676,37,blue-collar,married,primary,215,308,young_customers,no,yes,day 3
677,35,technician,married,secondary,-131,467,young_customers,no,no,day 2
678,31,management,single,secondary,783,320,young_customers,yes,no,day 1
679,41,admin.,married,secondary,0,160,young_customers,yes,yes,day 4
680,46,services,married,unknown,80,245,old_customers,no,no,day 1
681,40,services,divorced,secondary,105,189,young_customers,yes,no,day 3
682,29,admin.,married,secondary,182,477,young_customers,no,no,day 2
683,49,admin.,married,secondary,82,310,old_customers,no,yes,day 1
684,42,management,married,tertiary,0,65,young_customers,yes,no,day 4
685,54,services,married,secondary,510,196,old_customers,yes,no,day 1
686,40,management,single,tertiary,242,221,young_customers,no,yes,day 3
687,53,admin.,married,secondary,244,197,old_customers,yes,no,day 2
688,49,management,married,tertiary,92,221,old_customers,no,no,day 1
689,40,blue-collar,married,primary,0,64,young_customers,no,no,day 4
690,29,student,single,secondary,948,75,young_customers,yes,yes,day 1
691,36,blue-collar,married,primary,23,400,young_customers,yes,no,day 3
692,37,technician,married,secondary,710,378,young_customers,no,no,day 2
693,39,services,married,secondary,1205,118,young_customers,yes,yes,day 1
694,36,technician,married,secondary,368,1597,young_customers,no,no,day 4
695,44,entrepreneur,married,tertiary,1631,346,old_customers,no,no,day 1
696,40,admin.,married,secondary,6,60,young_customers,yes,no,day 3
697,49,blue-collar,married,secondary,26,276,old_customers,yes,yes,day 2
698,30,technician,single,unknown,-48,152,young_customers,no,no,day 1
699,57,management,married,tertiary,2142,251,old_customers,yes,no,day 4
700,24,services,single,secondary,77,390,young_customers,no,yes,day 1
701,46,blue-collar,married,unknown,401,306,old_customers,no,no,day 3
702,33,admin.,married,secondary,21,189,young_customers,yes,no,day 2
703,43,services,divorced,secondary,0,125,old_customers,yes,no,day 1
704,43,admin.,single,secondary,-497,234,old_customers,no,yes,day 4
705,40,blue-collar,divorced,primary,369,79,young_customers,yes,no,day 1
706,44,technician,single,unknown,78,13,old_customers,no,no,day 3
707,35,technician,single,tertiary,226,283,young_customers,no,yes,day 2
708,47,technician,married,secondary,503,109,old_customers,yes,no,day 1
709,33,blue-collar,married,secondary,372,132,young_customers,yes,no,day 4
710,31,admin.,married,secondary,0,144,young_customers,no,no,day 1
711,40,blue-collar,divorced,secondary,0,121,young_customers,yes,yes,day 3
712,36,entrepreneur,married,tertiary,125,95,young_customers,no,no,day 2
713,56,retired,divorced,primary,4,31,old_customers,no,no,day 1
714,40,admin.,single,unknown,419,112,young_customers,yes,yes,day 4
715,41,admin.,divorced,secondary,322,87,young_customers,yes,no,day 1
716,53,retired,married,secondary,303,593,old_customers,no,no,day 3
717,39,blue-collar,married,secondary,607,99,young_customers,yes,no,day 2
718,44,blue-collar,divorced,secondary,579,198,old_customers,no,yes,day 1
719,38,admin.,married,secondary,3047,285,young_customers,no,no,day 4
720,54,technician,divorced,secondary,83,190,old_customers,yes,no,day 1
721,58,management,married,tertiary,68,172,old_customers,yes,yes,day 3
722,52,blue-collar,married,primary,58,213,old_customers,no,no,day 2
723,28,admin.,single,secondary,251,178,young_customers,yes,no,day 1
724,36,blue-collar,married,secondary,688,174,young_customers,no,no,day 4
725,60,retired,married,primary,364,631,old_customers,no,yes,day 1
726,42,services,divorced,secondary,55,176,young_customers,yes,no,day 3
727,42,admin.,married,secondary,101,32,young_customers,yes,no,day 2
728,44,management,married,tertiary,105,1529,old_customers,no,yes,day 1
729,51,blue-collar,divorced,primary,325,254,old_customers,yes,no,day 4
730,49,blue-collar,married,primary,198,200,old_customers,no,no,day 1
731,47,entrepreneur,married,unknown,209,135,old_customers,no,no,day 3
732,37,blue-collar,married,secondary,183,112,young_customers,yes,yes,day 2
733,34,management,married,tertiary,105,314,young_customers,yes,no,day 1
734,35,services,married,secondary,109,597,young_customers,no,no,day 4
735,35,blue-collar,single,secondary,376,207,young_customers,yes,yes,day 1
736,40,blue-collar,married,primary,-7,410,young_customers,no,no,day 3
737,55,technician,married,secondary,0,160,old_customers,no,no,day 2
738,55,retired,married,secondary,143,42,old_customers,yes,no,day 1
739,35,management,single,tertiary,550,55,young_customers,yes,yes,day 4
740,57,blue-collar,married,primary,162,155,old_customers,no,no,day 1
741,53,management,married,tertiary,115,336,old_customers,yes,no,day 3
742,41,blue-collar,married,primary,512,233,young_customers,no,yes,day 2
743,57,blue-collar,married,unknown,807,211,old_customers,no,no,day 1
744,45,blue-collar,married,unknown,248,88,old_customers,yes,no,day 4
745,43,blue-collar,married,primary,1211,208,old_customers,yes,no,day 1
746,56,self-employed,married,unknown,7,305,old_customers,no,yes,day 3
747,31,entrepreneur,married,tertiary,281,206,young_customers,yes,no,day 2
748,37,blue-collar,single,secondary,88,128,young_customers,no,no,day 1
749,30,management,married,tertiary,32,122,young_customers,no,yes,day 4
750,30,admin.,single,secondary,115,66,young_customers,yes,no,day 1
751,54,blue-collar,married,secondary,254,66,old_customers,yes,no,day 3
752,36,management,married,tertiary,144,164,young_customers,no,no,day 2
753,55,unemployed,married,tertiary,383,343,old_customers,yes,yes,day 1
754,37,admin.,single,secondary,569,126,young_customers,no,no,day 4
755,38,housemaid,married,secondary,0,59,young_customers,no,no,day 1
756,48,admin.,married,secondary,3754,249,old_customers,yes,yes,day 3
757,55,housemaid,divorced,tertiary,6920,406,old_customers,yes,no,day 2
758,59,services,married,secondary,307,250,old_customers,no,no,day 1
759,37,technician,married,secondary,-421,183,young_customers,yes,no,day 4
760,33,blue-collar,divorced,secondary,60,190,young_customers,no,yes,day 1
761,44,blue-collar,married,primary,67,220,old_customers,no,no,day 3
762,57,technician,married,secondary,402,153,old_customers,yes,no,day 2
763,30,self-employed,single,tertiary,800,95,young_customers,yes,yes,day 1
764,42,technician,married,tertiary,239,191,young_customers,no,no,day 4
765,51,blue-collar,divorced,secondary,421,216,old_customers,yes,no,day 1
766,44,admin.,divorced,secondary,161,89,old_customers,no,no,day 3
767,46,technician,married,secondary,289,51,old_customers,no,yes,day 2
768,29,student,single,secondary,110,169,young_customers,yes,no,day 1
769,39,blue-collar,married,primary,245,148,young_customers,yes,no,day 4
770,42,services,married,secondary,0,0,young_customers,no,yes,day 1
771,50,blue-collar,married,primary,156,117,old_customers,yes,no,day 3
772,42,technician,single,secondary,0,275,young_customers,no,no,day 2
773,39,admin.,married,secondary,20,124,young_customers,no,no,day 1
774,55,technician,single,tertiary,92,118,old_customers,yes,yes,day 4
775,46,services,married,secondary,89,479,old_customers,yes,no,day 1
776,42,blue-collar,married,secondary,166,285,young_customers,no,no,day 3
777,45,management,married,tertiary,103,35,old_customers,yes,yes,day 2
778,43,blue-collar,married,primary,-454,322,old_customers,no,no,day 1
779,42,admin.,married,secondary,445,202,young_customers,no,no,day 4
780,30,admin.,married,secondary,4,172,young_customers,yes,no,day 1
781,47,blue-collar,married,secondary,1001,201,old_customers,yes,yes,day 3
782,51,services,divorced,secondary,-69,216,old_customers,no,no,day 2
783,38,technician,single,secondary,42,195,young_customers,yes,no,day 1
784,57,technician,married,unknown,1617,96,old_customers,no,yes,day 4
785,42,management,divorced,tertiary,221,720,young_customers,no,no,day 1
786,32,technician,divorced,secondary,210,188,young_customers,yes,no,day 3
787,46,management,married,tertiary,0,70,old_customers,yes,no,day 2
788,29,student,single,tertiary,185,141,young_customers,no,yes,day 1
789,59,retired,married,secondary,836,106,old_customers,yes,no,day 4
790,32,blue-collar,single,secondary,301,395,young_customers,no,no,day 1
791,44,blue-collar,married,primary,503,629,old_customers,no,yes,day 3
792,40,retired,married,primary,407,502,young_customers,yes,no,day 2
793,31,blue-collar,single,secondary,53,446,young_customers,yes,no,day 1
794,46,self-employed,married,tertiary,2303,241,old_customers,no,no,day 4
795,43,management,married,tertiary,144,131,old_customers,yes,yes,day 1
796,34,services,married,secondary,205,312,young_customers,no,no,day 3
797,39,management,married,tertiary,305,275,young_customers,no,no,day 2
798,30,blue-collar,divorced,secondary,251,120,young_customers,yes,yes,day 1
799,56,retired,married,secondary,0,333,old_customers,yes,no,day 4
800,29,technician,married,secondary,8,113,young_customers,no,no,day 1
801,40,blue-collar,divorced,secondary,139,91,young_customers,yes,no,day 3
802,36,services,married,secondary,184,128,young_customers,no,yes,day 2
803,37,blue-collar,single,secondary,238,200,young_customers,no,no,day 1
804,35,admin.,married,secondary,0,326,young_customers,yes,no,day 4
805,35,blue-collar,married,primary,0,292,young_customers,yes,yes,day 1
806,47,services,married,primary,222,68,old_customers,no,no,day 3
807,31,services,married,secondary,414,215,young_customers,yes,no,day 2
808,56,retired,single,primary,223,97,old_customers,no,no,day 1
809,57,technician,married,secondary,197,32,old_customers,no,yes,day 4
810,36,blue-collar,married,secondary,-251,162,young_customers,yes,no,day 1
811,45,self-employed,divorced,secondary,-139,152,old_customers,yes,no,day 3
812,47,blue-collar,married,unknown,733,268,old_customers,no,yes,day 2
813,29,technician,single,tertiary,0,104,young_customers,yes,no,day 1
814,57,services,married,secondary,1,852,old_customers,no,no,day 4
815,45,blue-collar,married,primary,97,923,old_customers,no,no,day 1
816,31,blue-collar,single,primary,435,159,young_customers,yes,yes,day 3
817,31,management,divorced,tertiary,0,953,young_customers,yes,no,day 2
818,37,technician,single,tertiary,147,416,young_customers,no,no,day 1
819,30,technician,single,tertiary,3,174,young_customers,yes,yes,day 4
820,58,services,divorced,secondary,1109,180,old_customers,no,no,day 1
821,33,services,married,secondary,404,139,young_customers,no,no,day 3
822,39,blue-collar,married,primary,981,294,young_customers,yes,no,day 2
823,33,blue-collar,single,primary,95,102,young_customers,yes,yes,day 1
824,34,services,married,secondary,302,124,young_customers,no,no,day 4
825,36,services,divorced,secondary,-290,128,young_customers,yes,no,day 1
826,37,services,single,secondary,259,130,young_customers,no,yes,day 3
827,35,blue-collar,married,secondary,527,143,young_customers,no,no,day 2
828,55,retired,married,secondary,102,74,old_customers,yes,no,day 1
829,34,management,single,tertiary,872,105,young_customers,yes,no,day 4
830,40,management,divorced,tertiary,490,477,young_customers,no,yes,day 1
831,42,blue-collar,single,primary,19,158,young_customers,yes,no,day 3
832,37,blue-collar,married,secondary,16,250,young_customers,no,no,day 2
833,42,management,married,tertiary,386,168,young_customers,no,yes,day 1
834,35,technician,single,secondary,539,520,young_customers,yes,no,day 4
835,44,technician,divorced,secondary,-329,171,old_customers,yes,no,day 1
836,30,services,single,secondary,-174,113,young_customers,no,no,day 3
837,45,entrepreneur,married,secondary,68,254,old_customers,yes,yes,day 2
838,35,blue-collar,single,unknown,-532,149,young_customers,no,no,day 1
839,36,admin.,divorced,secondary,0,133,young_customers,no,no,day 4
840,49,blue-collar,married,secondary,64,293,old_customers,yes,yes,day 1
841,31,blue-collar,single,secondary,1415,485,young_customers,yes,no,day 3
842,31,technician,single,secondary,147,374,young_customers,no,no,day 2
843,39,blue-collar,married,secondary,72,425,young_customers,yes,no,day 1
844,37,services,single,secondary,-196,207,young_customers,no,yes,day 4
845,33,blue-collar,married,primary,716,83,young_customers,no,no,day 1
846,37,management,married,tertiary,0,228,young_customers,yes,no,day 3
847,42,services,married,secondary,-246,149,young_customers,yes,yes,day 2
848,56,blue-collar,married,secondary,-203,139,old_customers,no,no,day 1
849,37,admin.,single,secondary,245,732,young_customers,yes,no,day 4
850,36,services,single,secondary,342,142,young_customers,no,no,day 1
851,29,technician,single,tertiary,3,359,young_customers,no,yes,day 3
852,54,management,married,tertiary,-248,112,old_customers,yes,no,day 2
853,38,blue-collar,married,secondary,376,1521,young_customers,yes,no,day 1
854,43,blue-collar,divorced,secondary,370,216,old_customers,no,yes,day 4
855,47,admin.,single,secondary,594,161,old_customers,yes,no,day 1
856,47,blue-collar,married,secondary,387,122,old_customers,no,no,day 3
857,38,services,married,secondary,208,800,young_customers,no,no,day 2
858,40,blue-collar,married,secondary,563,615,young_customers,yes,yes,day 1
859,33,services,divorced,secondary,392,254,young_customers,yes,no,day 4
860,33,retired,married,secondary,165,111,young_customers,no,no,day 1
861,53,admin.,divorced,unknown,236,354,old_customers,yes,yes,day 3
862,37,services,married,primary,52,359,young_customers,no,no,day 2
