,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_size
776,3 minutes,16,Steuart St at Market St,11,Davis St at Jackson St,4982,2,1993,Male,27
777,3 minutes,81,Berry St at 4th St,321,5th St at Folsom,5070,3,1989,Female,27
778,5 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,2017,2,1977,Male,27
779,10 minutes,16,Steuart St at Market St,81,Berry St at 4th St,799,2,1976,Male,29
780,5 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,1431,2,1984,Male,26
781,13 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),961,2,1983,Male,27
782,9 minutes,3,Powell St BART Station (Market St at 4th St),9,Broadway at Battery St,624,3,1981,Male,26
783,5 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,5373,2,1987,Male,27
784,8 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),3147,2,1996,Female,27
785,17 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),1949,2,1986,Female,27
786,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),110,17th & Folsom Street Park (17th St at Folsom St),4648,1,1993,Male,29
787,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,5037,2,1978,Male,26
788,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),16,Steuart St at Market St,4972,2,1971,Male,26
789,9 minutes,5,Powell St BART Station (Market St at 5th St),17,Embarcadero BART Station (Beale St at Market St),5427,1,1955,Male,27
790,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,4633,2,1981,Male,26
791,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,5356,2,1992,Male,27
792,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),349,Howard St at Mary St,2694,2,1995,Female,27
793,15 minutes,16,Steuart St at Market St,104,4th St at 16th St,2586,1,1974,Male,27
794,10 minutes,3,Powell St BART Station (Market St at 4th St),112,Harrison St at 17th St,1677,2,1987,Male,29
795,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5539,2,1979,Male,26
796,7 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,5110,3,1985,Male,27
797,6 minutes,22,Howard St at Beale St,66,3rd St at Townsend St,5371,3,1986,Female,26
798,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,2395,3,1986,Male,27
799,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),104,4th St at 16th St,4456,2,1989,Female,27
800,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,4831,2,1988,Female,27
801,12 minutes,5,Powell St BART Station (Market St at 5th St),89,Division St at Potrero Ave,563,1,1990,Male,29
802,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),63,Bryant St at 6th St,4793,3,1970,Male,26
803,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),10,Washington St at Kearny St,5332,2,1991,Female,26
804,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),79,7th St at Brannan St,4944,1,1983,Male,27
805,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,809,3,1989,Male,26
806,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),10,Washington St at Kearny St,4832,2,1990,Male,27
807,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),10,Washington St at Kearny St,4417,3,1992,Male,27
808,2 minutes,5,Powell St BART Station (Market St at 5th St),321,5th St at Folsom,5484,2,1988,Male,27
809,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,5030,3,1989,Male,29
810,8 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5410,3,1991,Male,26
811,6 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,2299,2,1995,Male,27
812,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4375,3,1973,Male,26
813,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5405,2,1992,Male,27
814,12 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,491,3,1981,Male,27
815,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,4996,3,1991,Female,27
816,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),5,Powell St BART Station (Market St at 5th St),5484,2,1994,Female,29
817,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5376,2,1987,Male,26
818,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,5175,2,1988,Female,26
819,5 minutes,5,Powell St BART Station (Market St at 5th St),20,Mechanics Monument Plaza (Market St at Bush St),5479,2,1965,Male,27
820,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),101,15th St at Potrero Ave,4400,3,1990,Female,26
821,40 minutes,5,Powell St BART Station (Market St at 5th St),99,Folsom St at 15th St,5559,3,1982,Male,27
822,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5070,2,1976,Female,27
823,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),5339,2,1991,Male,27
824,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,3661,3,1989,Male,29
825,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,4408,2,1984,Male,26
826,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),321,5th St at Folsom,5373,2,1990,Male,27
827,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),809,2,1972,Male,26
828,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),102,Irwin St at 8th St,4426,2,1991,Male,27
829,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),5427,2,1988,Female,27
830,5 minutes,5,Powell St BART Station (Market St at 5th St),63,Bryant St at 6th St,4928,3,1976,Male,27
831,3 minutes,16,Steuart St at Market St,8,The Embarcadero at Vallejo St,5474,2,1967,Male,29
832,8 minutes,5,Powell St BART Station (Market St at 5th St),79,7th St at Brannan St,2168,3,1977,Male,26
833,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,5572,2,1987,Male,26
834,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,1134,1,1978,Female,27
835,6 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,3589,1,1990,Male,26
836,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),25,Howard St at 2nd St,5564,3,1981,Male,27
837,11 minutes,22,Howard St at Beale St,58,Market St at 10th St,5423,3,1973,Male,27
838,9 minutes,81,Berry St at 4th St,114,Rhode Island St at 17th St,2894,2,1988,Male,27
839,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,5504,2,1994,Male,29
840,3 minutes,81,Berry St at 4th St,30,San Francisco Caltrain (Townsend St at 4th St),4426,2,1986,Male,26
841,17 minutes,81,Berry St at 4th St,79,7th St at Brannan St,5565,2,1991,Female,27
842,10 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,536,1,1986,Male,26
843,9 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,5265,1,1986,Male,27
844,5 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,1707,2,1979,Female,27
845,4 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),1575,2,1962,Male,27
846,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4655,3,1973,Female,29
847,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),349,Howard St at Mary St,5530,2,1992,Female,26
848,6 minutes,5,Powell St BART Station (Market St at 5th St),13,Commercial St at Montgomery St,5407,1,1987,Female,26
849,8 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,5338,2,1975,Male,27
850,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),79,7th St at Brannan St,5350,3,1988,Male,26
851,8 minutes,22,Howard St at Beale St,349,Howard St at Mary St,859,1,1989,Female,27
852,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,5537,3,1989,Female,27
853,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),2648,1,1990,Male,27
854,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,5410,1,1983,Male,29
855,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),112,Harrison St at 17th St,2753,2,1974,Male,26
856,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5217,1,1967,Male,27
857,13 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),5300,2,1987,Male,26
858,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,962,1,1968,Male,27
859,9 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),2395,3,1978,Male,27
860,7 minutes,22,Howard St at Beale St,19,Post St at Kearny St,3243,2,1979,Male,27
861,7 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,5024,3,1975,Male,29
862,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),343,Bryant St at 2nd St,3715,1,1978,Male,26
863,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,4966,2,1996,Male,26
864,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5296,1,1994,Male,27
865,14 minutes,22,Howard St at Beale St,91,Berry St at King St,1450,3,1978,Male,26
866,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),93,4th St at Mission Bay Blvd S,2882,2,1980,Female,27
867,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4991,2,1983,Female,27
868,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),26,1st St at Folsom St,4940,3,1902,Female,27
869,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4653,2,1974,Male,29
870,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5502,1,1983,Other,26
871,5 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,3053,2,1988,Male,27
872,39 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),360,Newhall St at 3rd St,114,2,1974,Female,26
873,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,2955,3,1975,Male,27
874,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,5055,1,1992,Female,27
875,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),323,Broadway at Kearny,4813,1,1985,Male,27
876,2 minutes,81,Berry St at 4th St,50,2nd St at Townsend St,3336,2,1991,Male,29
877,5 minutes,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,5436,2,1980,Male,26
878,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,486,3,1987,Male,26
879,7 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,2238,3,1991,Male,27
880,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5354,2,1973,Male,26
881,6 minutes,22,Howard St at Beale St,21,Montgomery St BART Station (Market St at 2nd St),1525,2,1984,Female,27
882,3 minutes,16,Steuart St at Market St,23,The Embarcadero at Steuart St,1220,2,1978,Male,27
883,11 minutes,16,Steuart St at Market St,81,Berry St at 4th St,2926,3,1982,Male,27
884,5 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,545,3,1987,Male,29
885,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5213,1,1976,Male,26
886,23 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,341,2,1951,Male,27
887,6 minutes,81,Berry St at 4th St,36,Folsom St at 3rd St,1502,1,1964,Male,26
888,20 minutes,16,Steuart St at Market St,126,Esprit Park,27,1,1971,Male,27
889,5 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,1195,1,1980,Male,27
890,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,3312,2,1958,Male,27
891,8 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),4940,2,1996,Male,29
892,13 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,3708,3,1983,Other,26
893,16 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,1183,3,1966,Male,26
894,1 minutes,30,San Francisco Caltrain (Townsend St at 4th St),66,3rd St at Townsend St,1500,3,1992,Male,27
895,9 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,2125,1,1987,Female,26
896,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),66,3rd St at Townsend St,2069,2,1995,Female,27
897,14 minutes,5,Powell St BART Station (Market St at 5th St),350,8th St at Brannan St,5574,2,1980,Male,27
898,13 minutes,81,Berry St at 4th St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),626,1,1985,Female,27
899,3 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4813,2,1981,Male,29
900,2 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,193,1,1979,Female,26
901,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,5571,2,1993,Male,27
902,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5481,2,1990,Male,26
903,28 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,355,3,1977,Male,27
904,6 minutes,22,Howard St at Beale St,19,Post St at Kearny St,4756,1,1965,Male,27
905,13 minutes,81,Berry St at 4th St,14,Clay St at Battery St,300,2,1953,Male,27
906,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,1502,1,1982,Male,29
907,3 minutes,16,Steuart St at Market St,23,The Embarcadero at Steuart St,2444,2,1980,Male,26
908,15 minutes,16,Steuart St at Market St,104,4th St at 16th St,2343,1,1990,Female,26
909,4 minutes,3,Powell St BART Station (Market St at 4th St),13,Commercial St at Montgomery St,5267,2,1990,Male,27
910,10 minutes,5,Powell St BART Station (Market St at 5th St),350,8th St at Brannan St,4988,2,1991,Male,26
911,19 minutes,22,Howard St at Beale St,350,8th St at Brannan St,1812,2,1988,Male,27
912,12 minutes,22,Howard St at Beale St,15,San Francisco Ferry Building (Harry Bridges Plaza),5354,1,1959,Male,27
913,9 minutes,22,Howard St at Beale St,80,Townsend St at 5th St,2576,2,1970,Male,27
914,3 minutes,16,Steuart St at Market St,8,The Embarcadero at Vallejo St,1405,2,1972,Male,29
915,21 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,2444,1,1972,Male,26
916,4 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4949,2,1975,Male,27
917,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),809,1,1984,Male,26
918,19 minutes,21,Montgomery St BART Station (Market St at 2nd St),101,15th St at Potrero Ave,4625,3,1986,Male,27
919,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3109,2,1990,Male,27
920,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,2857,2,1988,Male,27
921,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,2830,1,1963,Male,29
922,12 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),4602,1,1987,Male,26
923,13 minutes,22,Howard St at Beale St,60,8th St at Ringold St,903,2,1987,Male,26
924,20 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),3,Powell St BART Station (Market St at 4th St),3168,2,1978,Male,27
925,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),59,S Van Ness Ave at Market St,5338,2,1987,Male,26
926,7 minutes,81,Berry St at 4th St,355,23rd St at Tennessee St,5047,2,1981,Male,27
927,4 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),2222,2,1982,Male,27
928,6 minutes,81,Berry St at 4th St,24,Spear St at Folsom St,4647,2,1981,Female,27
929,12 minutes,3,Powell St BART Station (Market St at 4th St),9,Broadway at Battery St,567,1,1959,Male,29
930,10 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,4619,3,1988,Male,26
931,11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2955,2,1958,Female,27
932,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4413,1,1987,Male,26
933,8 minutes,81,Berry St at 4th St,16,Steuart St at Market St,4949,3,1982,Male,27
934,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),10,Washington St at Kearny St,5506,3,1984,Female,27
935,12 minutes,22,Howard St at Beale St,81,Berry St at 4th St,3336,3,1969,Female,27
936,2 minutes,16,Steuart St at Market St,23,The Embarcadero at Steuart St,449,3,1986,Male,29
937,9 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,908,3,1976,Male,26
938,10 minutes,3,Powell St BART Station (Market St at 4th St),364,China Basin St at 3rd St,220,2,1977,Male,26
939,7 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,2940,2,1974,Male,27
940,8 minutes,81,Berry St at 4th St,116,Mississippi St at 17th St,1109,3,1983,Male,26
941,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,2816,2,1996,Male,27
942,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4750,2,1974,Male,27
943,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4740,3,1977,Male,27
944,10 minutes,81,Berry St at 4th St,324,Union Square (Powell St at Post St),693,3,1983,Male,29
945,4 minutes,16,Steuart St at Market St,8,The Embarcadero at Vallejo St,4745,2,1970,Male,26
946,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5442,1,1981,Male,27
947,8 minutes,22,Howard St at Beale St,47,4th St at Harrison St,733,2,1963,Male,26
948,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4924,2,1968,Male,27
949,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,1974,2,1979,Male,27
950,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,236,3,1973,Male,27
951,10 minutes,16,Steuart St at Market St,81,Berry St at 4th St,2664,3,1984,Female,29
952,6 minutes,22,Howard St at Beale St,349,Howard St at Mary St,293,2,1988,Male,26
953,8 minutes,81,Berry St at 4th St,126,Esprit Park,4969,1,1970,Female,26
954,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,5358,3,1994,Male,27
955,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),341,3,1973,Male,26
956,6 minutes,22,Howard St at Beale St,13,Commercial St at Montgomery St,2941,2,1982,Male,27
957,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),3462,3,1993,Male,27
958,9 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,2727,3,1966,Female,27
959,10 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,5402,1,1988,Male,29
960,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,799,3,1983,Male,26
961,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,2222,3,1975,Male,27
962,2 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,1164,2,1974,Male,26
963,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,5137,3,1976,Male,27
964,8 minutes,22,Howard St at Beale St,349,Howard St at Mary St,5272,2,1958,Male,27
965,7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,2650,3,1993,Female,27
966,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),112,Harrison St at 17th St,4719,2,1982,Male,29
967,7 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5222,1,1980,Female,26
968,14 minutes,22,Howard St at Beale St,101,15th St at Potrero Ave,4761,3,1977,Male,26
969,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),59,S Van Ness Ave at Market St,5353,2,1973,Male,27
970,6 minutes,22,Howard St at Beale St,49,S Park St at 3rd St,5468,1,1986,Male,26
971,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,2981,1,1976,Male,27
972,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,4750,2,1988,Male,27
973,11 minutes,5,Powell St BART Station (Market St at 5th St),88,11th St at Bryant St,3010,1,1982,Male,27
974,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,5398,1,1984,Male,29
975,10 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,4929,3,1982,Male,26
976,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,3388,2,1968,Male,27
977,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),290,2,1956,Male,26
978,2 minutes,22,Howard St at Beale St,20,Mechanics Monument Plaza (Market St at Bush St),3551,2,1985,Male,27
979,5 minutes,3,Powell St BART Station (Market St at 4th St),370,Jones St at Post St,4671,2,1993,Male,27
980,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),5425,2,1988,Male,27
981,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,5041,2,1975,Male,29
982,12 minutes,16,Steuart St at Market St,81,Berry St at 4th St,2955,2,1982,Male,26
983,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,2648,1,1995,Male,26
984,10 minutes,22,Howard St at Beale St,76,McCoppin St at Valencia St,5059,2,1979,Female,27
985,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),3506,3,1969,Male,26
986,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,5037,2,1985,Female,27
987,9 minutes,81,Berry St at 4th St,16,Steuart St at Market St,4619,3,1990,Male,27
988,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5484,3,1989,Male,27
989,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,223,1,1994,Male,29
990,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,2093,3,1983,Male,26
991,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,3084,2,1964,Female,27
992,10 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,1710,2,1987,Male,26
993,6 minutes,5,Powell St BART Station (Market St at 5th St),350,8th St at Brannan St,3654,1,1980,Male,27
994,6 minutes,81,Berry St at 4th St,345,Hubbell St at 16th St,5130,3,1973,Male,27
995,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),5,Powell St BART Station (Market St at 5th St),4988,2,1988,Male,27
996,15 minutes,16,Steuart St at Market St,126,Esprit Park,5344,1,1986,Female,29
997,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),5120,3,1986,Male,26
998,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5518,2,1973,Male,26
999,5 minutes,81,Berry St at 4th St,349,Howard St at Mary St,5555,1,1982,Male,27
1000,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5327,1,1994,Female,26
1001,7 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5162,3,1994,Male,27
1002,6 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,2721,2,1995,Male,27
1003,20 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5412,2,1985,Male,27
1004,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),80,Townsend St at 5th St,3542,1,1969,Male,29
1005,12 minutes,16,Steuart St at Market St,81,Berry St at 4th St,300,2,1993,Male,26
1006,9 minutes,81,Berry St at 4th St,355,23rd St at Tennessee St,5217,1,1994,Male,27
1007,6 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),3462,2,1974,Male,26
1008,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,4772,3,1985,Male,27
1009,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,5498,2,1972,Male,27
1010,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4625,3,1979,Male,27
1011,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,2804,2,1977,Male,29
1012,6 minutes,5,Powell St BART Station (Market St at 5th St),81,Berry St at 4th St,5222,3,1979,Male,26
1013,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,4945,3,1988,Male,26
1014,8 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,5257,3,1961,Male,27
1015,4 minutes,81,Berry St at 4th St,64,5th St at Brannan St,4759,2,1985,Male,26
1016,9 minutes,22,Howard St at Beale St,80,Townsend St at 5th St,5084,3,1985,Male,27
1017,5 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,4760,1,1989,Male,27
1018,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,3642,2,1974,Male,27
1019,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),59,S Van Ness Ave at Market St,5569,3,1987,Male,29
1020,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,3246,2,1978,Male,26
1021,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,5460,3,1987,Female,27
1022,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,200,2,1986,Male,26
1023,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),1808,2,1981,Male,27
1024,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5030,2,1985,Female,27
1025,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5037,2,1994,Female,27
1026,7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,2319,2,1967,Male,29
